gene_id	baseMn	l2fc	lfcSE	pval	padj
NEK9	5.66E+02	0.06	0.1	5.25E-01	1.00E+00
NELFA	1.18E+02	0.01	0.15	9.64E-01	1.00E+00
NELL2	2.07E+00	0.54	0.86	5.30E-01	1.00E+00
NEMP1	2.30E+02	0.02	0.13	8.69E-01	1.00E+00
NEMP2	1.49E+02	0.03	0.14	8.24E-01	1.00E+00
NEO1	8.18E+02	0.06	0.12	5.93E-01	1.00E+00
NEPRO	2.78E+02	0.01	0.1	9.30E-01	1.00E+00
NET1	4.28E+02	0.18	0.14	2.05E-01	1.00E+00
NETO1	4.60E+01	0.15	0.3	6.24E-01	1.00E+00
NETO2	4.98E+02	0.01	0.08	8.60E-01	1.00E+00
NEU1	5.73E+02	0.02	0.16	8.90E-01	1.00E+00
NEURL3	6.94E-01	1.77	1.33	1.83E-01	1.00E+00
NEURL4	1.33E+02	0.21	0.14	1.44E-01	1.00E+00
NF1	3.35E+02	0.13	0.12	2.72E-01	1.00E+00
NF2	3.85E+02	0.01	0.1	9.13E-01	1.00E+00
NFAM1	1.11E+00	0.27	1.19	8.22E-01	1.00E+00
NFAT5	7.26E+02	0.12	0.15	4.14E-01	1.00E+00
NFATC2	1.51E+01	0.07	0.38	8.52E-01	1.00E+00
NFATC2IP	2.44E+02	0.08	0.1	4.28E-01	1.00E+00
NFATC4	2.35E+01	0.14	0.29	6.34E-01	1.00E+00
NFE2	7.91E-01	0.46	1.31	7.24E-01	1.00E+00
NFE2L1	4.65E+03	0.02	0.07	7.95E-01	1.00E+00
NFE2L3	2.12E+02	0.02	0.12	8.90E-01	1.00E+00
NFIA	2.04E+01	0.15	0.31	6.43E-01	1.00E+00
NFIB	5.01E+02	0.09	0.12	4.52E-01	1.00E+00
NFILZ	1.98E+00	0.05	1.01	9.61E-01	1.00E+00
NFIX	2.69E+00	0.51	0.87	5.56E-01	1.00E+00
NFKB2	4.85E+02	0.14	0.15	3.75E-01	1.00E+00
NFKBIA	4.20E+02	0.06	0.12	6.09E-01	1.00E+00
NFKBID	2.26E+00	0.65	0.81	4.19E-01	1.00E+00
NFKBIE	1.67E+02	0.15	0.11	1.84E-01	1.00E+00
NFKBIZ	7.88E+01	0.13	0.13	3.34E-01	1.00E+00
NFU1	2.11E+02	0.05	0.1	6.45E-01	1.00E+00
NFYA	9.32E+02	0.05	0.11	6.29E-01	1.00E+00
NFYC	2.09E+02	0.09	0.1	3.77E-01	1.00E+00
NGFR	1.92E+01	0.26	0.37	4.77E-01	1.00E+00
NGLY1	4.30E+02	0.08	0.07	3.05E-01	1.00E+00
NHEJ1	1.17E+02	0.1	0.14	4.81E-01	1.00E+00
NHLH2	1.28E+01	0.34	0.31	2.75E-01	1.00E+00
NHLRC2	2.75E+02	0.19	0.14	1.79E-01	1.00E+00
NHLRC3	2.15E+02	0.09	0.12	4.48E-01	1.00E+00
NHLRC4	1.12E+00	0.81	1.34	5.45E-01	1.00E+00
NHS	6.75E+01	0.12	0.18	5.03E-01	1.00E+00
NHSL1	5.40E+02	0.04	0.07	5.36E-01	1.00E+00
NHSL2	6.24E+02	0.1	0.13	4.48E-01	1.00E+00
NIBAN1	4.84E+01	0.11	0.2	5.92E-01	1.00E+00
NIBAN2	2.44E+03	0.01	0.09	8.79E-01	1.00E+00
NIBAN3	3.85E+00	0.25	0.55	6.56E-01	1.00E+00
NIF3L1	1.04E+02	0.21	0.13	1.11E-01	1.00E+00
NIFK	5.11E+02	0.05	0.1	6.46E-01	1.00E+00
NINJ1	1.75E+01	0.05	0.34	8.92E-01	1.00E+00
NINJ2	5.82E+00	0.67	0.56	2.36E-01	1.00E+00
NIP7	4.68E+02	0.11	0.11	3.11E-01	1.00E+00
NIPA1	2.96E+02	0.08	0.11	4.63E-01	1.00E+00
NIPAL1	1.16E+01	0.16	0.33	6.18E-01	1.00E+00
NIPBL	9.29E+02	0.01	0.12	9.51E-01	1.00E+00
NIPSNAP2	4.64E+02	0.08	0.09	3.76E-01	1.00E+00
NIPSNAP3B	1.87E+01	0.01	0.31	9.66E-01	1.00E+00
NIT2	5.45E+01	0.1	0.19	5.81E-01	1.00E+00
NKAIN1	4.18E+00	0.95	0.63	1.29E-01	1.00E+00
NKAIN2	5.95E+00	0.31	0.54	5.60E-01	1.00E+00
NKAIN3	1.18E+02	0.28	0.23	2.24E-01	1.00E+00
NKAPD1	5.84E+02	0.04	0.1	7.04E-01	1.00E+00
NKD2	5.12E+00	0.21	0.68	7.60E-01	1.00E+00
NKPD1	1.39E+00	0.04	1.2	9.75E-01	1.00E+00
NKTR	6.26E+02	0.03	0.13	8.14E-01	1.00E+00
NKX2-1	2.76E+00	0.7	0.65	2.80E-01	1.00E+00
NKX2-3	1.10E+01	0.1	0.46	8.31E-01	1.00E+00
NKX2-5	9.77E-01	0.84	1.35	5.36E-01	1.00E+00
NKX3-2	1.70E+00	1.24	1.04	2.33E-01	1.00E+00
NLE1	5.33E+01	0.35	0.21	9.22E-02	1.00E+00
NLGN3	6.78E+00	0.41	0.46	3.79E-01	1.00E+00
NLGN4X	5.50E+02	0.04	0.12	7.31E-01	1.00E+00
NLK	3.69E+02	0.02	0.11	8.85E-01	1.00E+00
NLN	8.27E+02	0.01	0.07	8.64E-01	1.00E+00
NLRC3	5.98E+01	0.11	0.18	5.13E-01	1.00E+00
NLRC4	8.33E-01	0.66	1.38	6.33E-01	1.00E+00
NLRC5	1.25E+00	0.57	1.07	5.91E-01	1.00E+00
NLRP10	1.70E+00	2.22	1.03	3.11E-02	1.00E+00
NLRX1	6.05E+01	0.14	0.17	4.15E-01	1.00E+00
NME1-NME2	6.22E+02	0.08	0.13	5.43E-01	1.00E+00
NME3	1.68E+01	0.01	0.32	9.86E-01	1.00E+00
NME5	2.47E+00	0.49	0.85	5.64E-01	1.00E+00
NME6	1.05E+02	0.05	0.15	7.16E-01	1.00E+00
NME7	1.96E+02	0.03	0.11	8.17E-01	1.00E+00
NMI	1.34E+02	0.06	0.13	6.36E-01	1.00E+00
NMNAT1	2.10E+02	0.04	0.15	7.75E-01	1.00E+00
NMRAL1	1.57E+02	0.04	0.11	7.58E-01	1.00E+00
NMUR1	1.87E+00	0.76	1.09	4.86E-01	1.00E+00
NNMT	3.07E+00	1.4	0.92	1.27E-01	1.00E+00
NOC3L	2.22E+02	0.11	0.1	2.67E-01	1.00E+00
NOCT	4.12E+01	0.16	0.21	4.38E-01	1.00E+00
NOL12	1.19E+02	0.14	0.12	2.35E-01	1.00E+00
NOL3	4.59E+00	0.7	0.56	2.09E-01	1.00E+00
NOL4L	6.03E+02	0.15	0.08	6.29E-02	1.00E+00
NOL6	1.89E+02	0.04	0.12	7.06E-01	1.00E+00
NOL8	7.31E+02	0.01	0.07	8.48E-01	1.00E+00
NOL9	2.70E+02	0.13	0.11	2.28E-01	1.00E+00
NOLC1	9.86E+02	0.02	0.08	8.42E-01	1.00E+00
NOM1	3.27E+02	0.08	0.14	5.95E-01	1.00E+00
NOMO2	1.15E+03	0.01	0.08	9.11E-01	1.00E+00
NOP16	2.61E+02	0.08	0.11	4.61E-01	1.00E+00
NOP2	3.43E+02	0.05	0.09	6.07E-01	1.00E+00
NOP53	5.80E+02	0.07	0.11	5.52E-01	1.00E+00
NOP56	1.04E+03	0.08	0.11	4.40E-01	1.00E+00
NOP9	4.52E+02	0.21	0.14	1.19E-01	1.00E+00
NOPCHAP1	3.45E+02	0.34	0.16	3.71E-02	1.00E+00
NOS2	1.39E+00	2.05	1.21	9.07E-02	1.00E+00
NOSTRIN	9.68E+01	0.04	0.18	8.17E-01	1.00E+00
NOTCH1	2.29E+03	0.01	0.09	9.07E-01	1.00E+00
NOTCH2	3.85E+02	0.09	0.1	4.04E-01	1.00E+00
NOTCH2NLB	5.86E+01	0.14	0.27	5.94E-01	1.00E+00
NOTCH2NLC	3.68E+01	0.24	0.32	4.59E-01	1.00E+00
NOTCH4	6.50E+02	0.01	0.12	9.60E-01	1.00E+00
NOVA1	8.24E+01	0.15	0.19	4.32E-01	1.00E+00
NOVA2	2.43E+02	0.02	0.12	8.68E-01	1.00E+00
NOXA1	9.77E-01	2.03	1.33	1.25E-01	1.00E+00
NOXRED1	3.76E+00	0.75	0.62	2.31E-01	1.00E+00
NPAS3	7.38E+00	0.42	0.41	3.09E-01	1.00E+00
NPAT	6.67E+01	0.17	0.18	3.61E-01	1.00E+00
NPC2	9.32E+02	0.05	0.08	4.94E-01	1.00E+00
NPEPPS	9.47E+02	0.08	0.08	2.64E-01	1.00E+00
NPHP4	4.50E+01	0.08	0.18	6.34E-01	1.00E+00
NPIPA3	2.31E+00	0.75	2.94	7.99E-01	1.00E+00
NPIPA7	4.34E+01	0.82	0.8	3.09E-01	1.00E+00
NPIPA8	3.38E+01	0.76	0.27	5.05E-03	1.00E+00
NPIPB11	5.46E+01	0.29	0.3	3.33E-01	1.00E+00
NPIPB13	7.52E+01	0.35	0.59	5.61E-01	1.00E+00
NPIPB15	5.89E+01	0.3	0.25	2.29E-01	1.00E+00
NPIPB4	5.05E+02	0.02	0.23	9.36E-01	1.00E+00
NPIPB5	2.44E+02	0.22	0.17	2.06E-01	1.00E+00
NPIPB9	8.79E+00	1.18	0.44	7.56E-03	1.00E+00
NPL	7.11E+01	0.1	0.16	5.45E-01	1.00E+00
NPM1	1.39E+04	0.03	0.07	6.95E-01	1.00E+00
NPM2	1.19E+01	0.24	0.33	4.63E-01	1.00E+00
NPR2	1.08E+02	0.02	0.14	8.89E-01	1.00E+00
NPTX1	2.76E+00	0.54	0.63	3.88E-01	1.00E+00
NPTX2	3.21E+01	0.02	0.22	9.22E-01	1.00E+00
NPTXR	5.66E+00	0.56	0.56	3.11E-01	1.00E+00
NQO1	3.48E+02	0.06	0.13	6.61E-01	1.00E+00
NR1D2	1.62E+02	0.14	0.11	1.77E-01	1.00E+00
NR1I3	2.02E+00	1.82	1.03	7.79E-02	1.00E+00
NR2C1	1.65E+02	0.1	0.12	4.20E-01	1.00E+00
NR2C2	2.46E+02	0.01	0.12	9.14E-01	1.00E+00
NR2F2	1.15E+02	0.26	0.21	2.07E-01	1.00E+00
NR2F6	8.98E+01	0.29	0.16	6.65E-02	1.00E+00
NR3C1	1.18E+03	0.06	0.1	5.42E-01	1.00E+00
NR3C2	6.00E+00	0.56	0.49	2.50E-01	1.00E+00
NR4A1	6.93E+00	0.5	0.67	4.60E-01	1.00E+00
NR4A3	2.36E+00	0.77	0.94	4.13E-01	1.00E+00
NR5A1	8.34E-01	0.05	1.42	9.73E-01	1.00E+00
NR5A2	4.49E+02	0.04	0.08	5.95E-01	1.00E+00
NR6A1	3.65E+02	0.13	0.08	1.01E-01	1.00E+00
NRARP	1.30E+03	0.13	0.12	2.67E-01	1.00E+00
NRAS	2.20E+03	0.05	0.09	5.54E-01	1.00E+00
NREP	2.34E+03	0.04	0.12	7.31E-01	1.00E+00
NRG1	2.88E+02	0.16	0.16	3.14E-01	1.00E+00
NRG2	2.81E+00	0.75	0.72	2.93E-01	1.00E+00
NRG3	6.81E+01	0.15	0.13	2.45E-01	1.00E+00
NRG4	7.25E-01	0.76	1.8	6.74E-01	1.00E+00
NRIP1	5.71E+02	0.03	0.08	7.62E-01	1.00E+00
NRIP2	7.76E+00	0.21	0.48	6.57E-01	1.00E+00
NRIP3	4.43E+01	0.01	0.32	9.77E-01	1.00E+00
NRSN1	3.02E+01	0.45	0.3	1.32E-01	1.00E+00
NRSN2	1.41E+02	0.02	0.12	8.34E-01	1.00E+00
NRXN1	3.28E+01	0.34	0.29	2.41E-01	1.00E+00
NSG1	1.53E+00	1.89	0.93	4.08E-02	1.00E+00
NSL1	1.63E+02	0.03	0.17	8.80E-01	1.00E+00
NSMCE2	1.83E+02	0.06	0.13	6.79E-01	1.00E+00
NSMCE3	4.54E+02	0.1	0.11	3.53E-01	1.00E+00
NSUN2	1.80E+03	0.14	0.07	5.15E-02	1.00E+00
NSUN4	1.44E+02	0.18	0.15	2.40E-01	1.00E+00
NT5C1A	6.49E+00	0.32	0.63	6.15E-01	1.00E+00
NT5C3A	1.75E+02	0.08	0.15	6.04E-01	1.00E+00
NT5C3B	1.53E+02	0.07	0.13	6.06E-01	1.00E+00
NT5DC1	1.65E+02	0.08	0.11	4.95E-01	1.00E+00
NT5DC3	5.99E+01	0.24	0.23	2.87E-01	1.00E+00
NTAN1	1.37E+02	0.15	0.13	2.44E-01	1.00E+00
NTAQ1	8.27E+01	0.06	0.16	7.00E-01	1.00E+00
NTN1	1.84E+00	1.09	0.91	2.34E-01	1.00E+00
NTNG1	4.62E+01	0.09	0.22	6.87E-01	1.00E+00
NTNG2	2.48E+00	1.03	0.82	2.13E-01	1.00E+00
NTPCR	2.40E+02	0.05	0.09	6.19E-01	1.00E+00
NTRK1	4.38E-01	1.98	1.93	3.06E-01	1.00E+00
NTS	1.44E+02	0.19	0.11	8.31E-02	1.00E+00
NUAK1	3.49E+02	0.02	0.09	8.56E-01	1.00E+00
NUAK2	3.68E+01	0.03	0.25	9.01E-01	1.00E+00
NUB1	4.00E+02	0.05	0.12	6.84E-01	1.00E+00
NUBP2	1.90E+02	0.02	0.16	9.01E-01	1.00E+00
NUDCD1	4.28E+02	0.01	0.1	8.91E-01	1.00E+00
NUDCD2	6.90E+02	0.12	0.1	2.38E-01	1.00E+00
NUDT11	1.86E+02	0.16	0.14	2.51E-01	1.00E+00
NUDT13	1.13E+01	0.1	0.36	7.78E-01	1.00E+00
NUDT15	2.23E+02	0.19	0.09	3.47E-02	1.00E+00
NUDT16	6.52E+02	0.11	0.11	2.90E-01	1.00E+00
NUDT19	2.91E+01	0.05	0.26	8.48E-01	1.00E+00
NUDT21	1.21E+03	0.07	0.07	3.44E-01	1.00E+00
NUDT3	1.69E+03	0.02	0.06	7.45E-01	1.00E+00
NUDT4	1.13E+03	0.14	0.11	2.13E-01	1.00E+00
NUDT4B	5.30E+03	0.05	0.12	6.94E-01	1.00E+00
NUDT6	2.29E+01	0.16	0.27	5.45E-01	1.00E+00
NUDT9	2.71E+02	0.01	0.09	8.91E-01	1.00E+00
NUF2	7.54E+01	0.12	0.16	4.34E-01	1.00E+00
NUFIP2	1.07E+03	0.08	0.09	3.18E-01	1.00E+00
NUGGC	1.19E+01	0.14	0.41	7.32E-01	1.00E+00
NUMB	1.20E+03	0.01	0.06	8.01E-01	1.00E+00
NUMBL	2.86E+01	0.12	0.29	6.80E-01	1.00E+00
NUP107	5.79E+02	0.05	0.07	5.19E-01	1.00E+00
NUP133	5.68E+02	0.08	0.07	2.39E-01	1.00E+00
NUP210L	1.23E+00	1.93	1.23	1.17E-01	1.00E+00
NUP42	6.73E+01	0.03	0.14	8.13E-01	1.00E+00
NUP43	2.84E+02	0.1	0.08	2.37E-01	1.00E+00
NUP58	4.12E+02	0.07	0.1	4.76E-01	1.00E+00
NUP62	6.34E+02	0.06	0.08	4.44E-01	1.00E+00
NUP62CL	3.68E+01	0.08	0.2	6.92E-01	1.00E+00
NUP85	1.61E+02	0.09	0.18	6.24E-01	1.00E+00
NUPR1	9.88E+00	0.71	0.47	1.29E-01	1.00E+00
NUS1	7.06E+02	0.03	0.08	6.86E-01	1.00E+00
NUTM2D	1.38E+01	0.21	0.37	5.59E-01	1.00E+00
NWD1	1.01E+00	0.03	1.19	9.77E-01	1.00E+00
NXN	5.04E+02	0.11	0.08	1.28E-01	1.00E+00
NXPE1	4.49E-01	0.53	1.97	7.90E-01	1.00E+00
NXPE3	5.77E+02	0.12	0.08	1.36E-01	1.00E+00
NXPH3	1.37E+00	1.56	1.05	1.38E-01	1.00E+00
NXT2	9.52E+01	0.25	0.15	8.58E-02	1.00E+00
NYAP1	8.83E+00	0.56	0.46	2.30E-01	1.00E+00
OBI1	7.15E+02	0.06	0.08	4.48E-01	1.00E+00
OBSCN	1.37E+02	0.11	0.18	5.53E-01	1.00E+00
OCLN	2.10E+02	0.11	0.1	2.78E-01	1.00E+00
OCRL	3.59E+02	0.05	0.09	6.17E-01	1.00E+00
ODF3B	1.46E+00	0.11	1.15	9.25E-01	1.00E+00
OFD1	1.39E+02	0.03	0.14	8.47E-01	1.00E+00
OGA	9.16E+02	0.04	0.09	6.82E-01	1.00E+00
OGDHL	6.53E+00	0.11	0.45	8.07E-01	1.00E+00
OGFOD2	3.36E+01	0.07	0.19	7.16E-01	1.00E+00
OGFRL1	1.45E+02	0.05	0.11	6.47E-01	1.00E+00
OGN	6.99E-01	1.11	1.45	4.43E-01	1.00E+00
OGT	8.54E+02	0.02	0.1	8.56E-01	1.00E+00
OIT3	7.82E+01	0.07	0.15	6.56E-01	1.00E+00
OLFM2	8.40E+01	0.06	0.18	7.38E-01	1.00E+00
OLFM4	5.56E-01	2.74	2.21	2.15E-01	1.00E+00
OLFML2A	2.60E+01	0.15	0.24	5.21E-01	1.00E+00
OLFML2B	2.67E+01	0.12	0.24	6.16E-01	1.00E+00
OLFML3	6.37E+02	0.05	0.08	4.80E-01	1.00E+00
OMA1	3.58E+01	0.01	0.19	9.64E-01	1.00E+00
OMG	1.47E+00	0.76	1.17	5.20E-01	1.00E+00
ONECUT1	1.04E+00	1.69	1.36	2.14E-01	1.00E+00
ONECUT2	1.40E+01	0.18	0.33	5.72E-01	1.00E+00
OPA1	8.56E+02	0.08	0.09	3.52E-01	1.00E+00
OPA3	1.43E+02	0.19	0.17	2.74E-01	1.00E+00
OPCML	2.23E+01	0.1	0.24	6.80E-01	1.00E+00
OPHN1	1.98E+02	0.08	0.1	4.21E-01	1.00E+00
OPLAH	1.42E+01	0.04	0.34	9.14E-01	1.00E+00
OPN3	2.62E+02	0.11	0.12	3.59E-01	1.00E+00
OPRD1	5.75E+00	0.78	0.73	2.86E-01	1.00E+00
OPRM1	8.83E+00	0.57	0.4	1.58E-01	1.00E+00
OR10A3	7.76E-01	0.59	1.77	7.39E-01	1.00E+00
OR10G3	5.08E+00	1.43	0.63	2.26E-02	1.00E+00
OR10G4	4.51E+00	0.57	0.71	4.20E-01	1.00E+00
OR10H1	2.26E+01	0.61	0.42	1.46E-01	1.00E+00
OR10H5	5.23E+00	0.48	0.59	4.11E-01	1.00E+00
OR11A1	1.54E+00	2.47	1.1	2.41E-02	1.00E+00
OR11G2	1.17E+00	0.16	1.34	9.05E-01	1.00E+00
OR14J1	6.86E+01	0.4	0.19	3.20E-02	1.00E+00
OR1A1	3.60E+01	0.22	0.26	3.95E-01	1.00E+00
OR1D2	4.85E+00	0.06	0.48	8.97E-01	1.00E+00
OR1F1	1.05E+01	0.2	0.41	6.29E-01	1.00E+00
OR2A1	4.06E+01	0.2	0.27	4.45E-01	1.00E+00
OR2A25	9.37E+00	0.02	0.37	9.64E-01	1.00E+00
OR2A7	3.19E+00	0.33	1.54	8.32E-01	1.00E+00
OR2AG1	1.20E+00	0.11	1.15	9.23E-01	1.00E+00
OR2AG2	1.46E+00	1.26	0.91	1.67E-01	1.00E+00
OR2B11	5.60E+00	0.36	0.49	4.70E-01	1.00E+00
OR2C3	3.15E+01	0.73	0.31	1.87E-02	1.00E+00
OR2G6	4.03E+00	0.7	0.69	3.09E-01	1.00E+00
OR2H2	1.08E+00	1.21	1.45	4.05E-01	1.00E+00
OR2L2	1.54E+01	0.41	0.41	3.13E-01	1.00E+00
OR2L3	5.50E-01	0.58	1.89	7.60E-01	1.00E+00
OR2M3	2.41E+01	0.33	0.31	2.84E-01	1.00E+00
OR2M4	1.56E+00	0.27	1	7.88E-01	1.00E+00
OR2T12	1.47E+01	0.29	0.32	3.55E-01	1.00E+00
OR2T33	1.01E+00	0.42	1.29	7.46E-01	1.00E+00
OR2V1	1.36E+00	1.82	1.2	1.29E-01	1.00E+00
OR2V2	1.96E+00	1.62	0.87	6.41E-02	1.00E+00
OR3A2	1.39E+00	1.15	1.07	2.81E-01	1.00E+00
OR3A3	1.09E+00	0.73	1.08	4.99E-01	1.00E+00
OR4D1	2.25E+00	1.63	0.86	5.90E-02	1.00E+00
OR4D9	4.49E+00	1.31	0.67	4.97E-02	1.00E+00
OR4K17	1.06E+01	0.45	0.35	1.96E-01	1.00E+00
OR51E2	1.83E+00	2.87	1.36	3.43E-02	1.00E+00
OR52E4	2.06E+00	0.68	0.8	3.99E-01	1.00E+00
OR52K1	2.47E+00	0.2	0.79	7.96E-01	1.00E+00
OR52N1	2.56E+00	0.73	0.93	4.33E-01	1.00E+00
OR56A1	1.62E+00	0.76	0.95	4.24E-01	1.00E+00
OR56A4	2.58E+00	0.64	0.78	4.16E-01	1.00E+00
OR5A1	8.97E+00	0.68	0.39	8.42E-02	1.00E+00
OR5A2	5.72E+00	0.48	0.6	4.28E-01	1.00E+00
OR5AS1	1.08E+02	0.28	0.29	3.39E-01	1.00E+00
OR5H1	2.60E+00	0.06	0.74	9.37E-01	1.00E+00
OR5H14	4.59E+00	0.51	0.57	3.66E-01	1.00E+00
OR6A2	7.84E-01	0.15	1.34	9.11E-01	1.00E+00
OR6C74	6.59E+00	0.75	0.5	1.33E-01	1.00E+00
OR6T1	5.71E-01	1.96	1.67	2.40E-01	1.00E+00
OR6Y1	3.96E+00	0.02	0.51	9.75E-01	1.00E+00
OR7A17	2.42E+00	1.46	0.74	4.97E-02	1.00E+00
OR7D2	7.15E+00	0.05	0.51	9.26E-01	1.00E+00
OR7D4	3.48E+00	1.27	0.64	4.92E-02	1.00E+00
OR7E24	8.54E-01	0.53	1.35	6.95E-01	1.00E+00
OR7G2	1.06E+00	0.25	1.34	8.53E-01	1.00E+00
OR8D1	7.52E-01	1.14	1.42	4.24E-01	1.00E+00
ORAI1	5.72E+01	0.47	0.2	2.22E-02	1.00E+00
ORC1	8.30E+01	0.01	0.16	9.40E-01	1.00E+00
ORC2	4.40E+02	0.09	0.1	3.58E-01	1.00E+00
ORC3	1.31E+02	0.02	0.12	8.66E-01	1.00E+00
ORC4	2.68E+02	0.05	0.11	6.79E-01	1.00E+00
ORMDL2	5.78E+01	0.06	0.21	7.76E-01	1.00E+00
OSBP2	2.40E+01	0.16	0.27	5.39E-01	1.00E+00
OSBPL11	2.96E+02	0.04	0.08	6.57E-01	1.00E+00
OSBPL2	3.06E+02	0.04	0.09	6.75E-01	1.00E+00
OSBPL3	2.70E+02	0.06	0.12	5.85E-01	1.00E+00
OSBPL5	1.20E+02	0.04	0.16	7.85E-01	1.00E+00
OSBPL7	3.56E+01	0.25	0.26	3.23E-01	1.00E+00
OSCAR	8.65E-01	0.15	1.51	9.23E-01	1.00E+00
OSGEP	1.76E+02	0.12	0.12	3.17E-01	1.00E+00
OSGEPL1	7.40E+01	0.11	0.13	4.04E-01	1.00E+00
OSGIN1	4.02E+00	0.41	0.6	5.00E-01	1.00E+00
OSGIN2	4.01E+02	0.12	0.12	3.20E-01	1.00E+00
OSMR	3.37E+02	0.12	0.12	3.34E-01	1.00E+00
OSTC	6.32E+02	0.03	0.1	8.09E-01	1.00E+00
OSTM1	7.66E+02	0.06	0.11	5.97E-01	1.00E+00
OTOGL	1.07E+01	0.08	0.37	8.26E-01	1.00E+00
OTUD1	2.13E+02	0.14	0.12	2.62E-01	1.00E+00
OTUD3	2.12E+02	0.11	0.11	3.42E-01	1.00E+00
OTUD4	6.27E+02	0.05	0.11	6.75E-01	1.00E+00
OTUD5	2.17E+02	0.01	0.11	9.25E-01	1.00E+00
OTUD6A	1.08E+00	1.28	1.28	3.16E-01	1.00E+00
OTUD6B	2.16E+02	0.05	0.12	6.66E-01	1.00E+00
OTUD7A	6.06E+00	0.02	0.58	9.72E-01	1.00E+00
OTULIN	4.50E+02	0.08	0.07	2.73E-01	1.00E+00
OTULINL	4.32E+01	0.16	0.22	4.77E-01	1.00E+00
OXGR1	2.61E+00	0.68	0.91	4.54E-01	1.00E+00
OXNAD1	1.03E+02	0.01	0.12	9.57E-01	1.00E+00
OXR1	2.76E+02	0.13	0.12	2.68E-01	1.00E+00
OXSM	3.59E+01	0.01	0.22	9.78E-01	1.00E+00
OXSR1	6.77E+02	0.04	0.1	6.84E-01	1.00E+00
P2RY1	8.65E+02	0.15	0.09	9.71E-02	1.00E+00
P2RY10	1.47E+00	1.59	1	1.11E-01	1.00E+00
P2RY8	1.19E+00	1.8	1.05	8.71E-02	1.00E+00
P3H2	2.21E+02	0.18	0.1	7.95E-02	1.00E+00
P3H3	2.04E+02	0.09	0.14	5.20E-01	1.00E+00
P4HA2	2.17E+02	0.03	0.09	7.38E-01	1.00E+00
P4HA3	1.34E+00	0.15	1.2	8.98E-01	1.00E+00
PABIR1	1.10E+02	0.32	0.13	1.05E-02	1.00E+00
PABIR2	3.04E+02	0.22	0.14	1.19E-01	1.00E+00
PABPC1L2B	9.51E+00	0.26	0.47	5.71E-01	1.00E+00
PABPC4	1.68E+03	0.03	0.07	6.33E-01	1.00E+00
PABPN1	7.77E+02	0.05	0.08	5.07E-01	1.00E+00
PACS1	2.67E+02	0.01	0.11	9.13E-01	1.00E+00
PACSIN3	4.00E+01	0.05	0.26	8.44E-01	1.00E+00
PAFAH1B1	2.09E+03	0.1	0.08	2.06E-01	1.00E+00
PAFAH1B2	1.16E+03	0.12	0.09	1.66E-01	1.00E+00
PAG1	1.29E+01	0.39	0.35	2.62E-01	1.00E+00
PAICS	1.04E+03	0.04	0.07	6.24E-01	1.00E+00
PAIP1	9.52E+02	0.07	0.07	2.98E-01	1.00E+00
PAK2	1.63E+03	0.14	0.08	6.87E-02	1.00E+00
PAK3	1.45E+01	0.04	0.32	9.11E-01	1.00E+00
PALD1	9.97E+01	0.21	0.15	1.67E-01	1.00E+00
PALLD	8.21E+02	0.06	0.09	4.83E-01	1.00E+00
PALM2AKAP2	6.03E+03	0.01	0.07	9.05E-01	1.00E+00
PALS1	6.17E+02	0.04	0.07	5.46E-01	1.00E+00
PALS2	1.66E+02	0.02	0.14	9.08E-01	1.00E+00
PAM16	2.75E+01	0.05	0.26	8.60E-01	1.00E+00
PAMR1	1.13E+01	0.04	0.35	9.08E-01	1.00E+00
PAN3	4.20E+02	0.12	0.09	1.82E-01	1.00E+00
PANK1	1.68E+02	0.05	0.12	7.04E-01	1.00E+00
PANK2	3.99E+02	0.18	0.09	4.10E-02	1.00E+00
PANK3	1.48E+03	0.09	0.13	4.76E-01	1.00E+00
PANX1	1.69E+02	0.08	0.11	4.91E-01	1.00E+00
PAPOLA	9.72E+02	0.05	0.09	5.49E-01	1.00E+00
PAPPA	3.63E+00	0.11	0.63	8.58E-01	1.00E+00
PAPSS1	3.01E+03	0.01	0.07	9.35E-01	1.00E+00
PAQR3	4.09E+02	0.14	0.12	2.23E-01	1.00E+00
PAQR5	9.43E+00	0.21	0.48	6.59E-01	1.00E+00
PAQR6	4.15E+00	0.23	0.62	7.15E-01	1.00E+00
PAQR7	1.07E+02	0.14	0.19	4.44E-01	1.00E+00
PAQR9	2.12E-01	0.01	2.72	9.97E-01	1.00E+00
PARD3	5.74E+02	0.01	0.11	9.37E-01	1.00E+00
PARD6G	1.07E+02	0.11	0.14	4.22E-01	1.00E+00
PARG	4.30E+02	0.05	0.07	4.71E-01	1.00E+00
PARL	5.95E+02	0.04	0.08	6.54E-01	1.00E+00
PARM1	8.26E+00	0.59	0.43	1.71E-01	1.00E+00
PARN	2.87E+02	0.02	0.09	8.34E-01	1.00E+00
PARP10	2.20E+01	0.18	0.29	5.21E-01	1.00E+00
PARP12	1.75E+01	0.04	0.27	8.72E-01	1.00E+00
PARP14	5.81E+02	0.04	0.13	7.66E-01	1.00E+00
PARP15	3.58E+01	0.48	0.29	9.75E-02	1.00E+00
PARP16	1.23E+01	0.34	0.34	3.17E-01	1.00E+00
PARP2	2.50E+02	0.02	0.09	8.31E-01	1.00E+00
PARP6	6.48E+01	0.14	0.18	4.17E-01	1.00E+00
PARP9	7.60E+01	0.08	0.2	6.89E-01	1.00E+00
